92,14/12/2015,2002,0,0,0,TRUE,S95,TRUE,FALSE,FALSE,
93,14/12/2015,2002,3,4,1,TRUE,S95,FALSE,FALSE,FALSE,
94,15/12/2015,2001,0,0,0,TRUE,S95,FALSE,FALSE,FALSE,
95,15/12/2015,2002,3,0,2,TRUE,S95,FALSE,FALSE,FALSE,
96,15/12/2015,2001,2,0,1,TRUE,S95,TRUE,FALSE,FALSE,
97,21/12/2015,1996,0,0,0,TRUE,S95,TRUE,FALSE,FALSE,
98,22/12/2015,1986,0,0,0,TRUE,88,TRUE,FALSE,TRUE,27/06/2016
99,22/12/2015,2001,3,2,2,TRUE,S95,TRUE,TRUE,FALSE,
100,28/12/2015,2000,4,0,0,TRUE,S95,FALSE,FALSE,FALSE,
101,29/12/2015,1999,0,0,0,TRUE,S95,FALSE,FALSE,FALSE,
102,28/12/2015,1987,0,0,0,TRUE,88,FALSE,FALSE,FALSE,
103,24/12/2015,2002,3,0,5,TRUE,S95,TRUE,TRUE,FALSE,
104,10/03/2016,2001,0,0,0,TRUE,S95,FALSE,FALSE,FALSE,
105,3/05/2016,2002,0,0,0,TRUE,S95,TRUE,FALSE,TRUE,5/05/2016
106,11/05/2016,2004,0,0,0,FALSE,S95,FALSE,FALSE,TRUE,5/05/2016
107,13/05/2016,1989,0,0,0,TRUE,88,FALSE,FALSE,FALSE,
108,31/05/2016,2005,0,0,0,FALSE,S95,FALSE,FALSE,TRUE,20/05/2016
110,2/06/2016,2004,0,0,0,FALSE,S95,FALSE,FALSE,TRUE,26/05/2016
111,6/09/2016,2005,0,0,0,FALSE,1995,FALSE,FALSE,TRUE,13/05/2016
112,21/06/2016,2004,0,0,0,TRUE,1995,FALSE,FALSE,FALSE,
113,24/06/2016,1999,2,0,1,TRUE,S95,TRUE,FALSE,FALSE,
114,1/08/2016,2003,1,0,2,TRUE,S95,FALSE,FALSE,FALSE,
115,15/07/2016,2001,2,0,3,TRUE,S95,FALSE,FALSE,FALSE,
116,4/08/2016,2005,0,0,0,TRUE,S95,FALSE,FALSE,FALSE,
117,8/08/2016,2006,0,0,0,TRUE,S95,FALSE,FALSE,TRUE,12/08/2016
118,9/08/2016,2003,0,0,0,FALSE,S95,FALSE,FALSE,TRUE,5/07/2016
119,17/08/2016,1999,3,2,0,TRUE,S95,FALSE,FALSE,FALSE,
120,6/10/2016,2004,0,0,0,FALSE,1995,FALSE,FALSE,TRUE,13/05/2016
121,7/10/2016,2006,0,0,1,FALSE,1995,FALSE,FALSE,FALSE,
122,25/10/2016,2002,0,0,2,TRUE,S95,FALSE,FALSE,FALSE,
123,25/10/2016,2005,0,0,0,FALSE,1995,FALSE,FALSE,TRUE,13/06/2016
124,21/11/2016,2003,1,1,0,TRUE,S95,FALSE,FALSE,FALSE,
125,23/02/2015,1999,0,0,0,TRUE,S95,TRUE,FALSE,TRUE,13/07/2015
126,4/07/2017,2006,1,1,2,TRUE,1995,FALSE,FALSE,FALSE,
127,3/08/2017,2006,1,0,0,FALSE,1995,FALSE,FALSE,TRUE,19/09/2017
